source,tag,xyz_file,n_atoms,topology_label,charge,uhf,e_xtb_eV_per_atom,freq_status,is_true_minimum,hops_needed,n_imaginary_before_hopping,e_final_eV_per_atom,e_shift_eV_per_atom,freq_seconds
N_csp,N_csp_N5_0008_bicyclic-4-4,/Users/akapulco/polyN/structures_externes/N_csp/xyz/N5_0008_bicyclic-4-4.xyz,5,bicyclic-4-4,0,1,-76.96549,ok,True,1,1,-77.037489,-0.071999,4.8
N_csp,N_csp_N4_0003_ring-4,/Users/akapulco/polyN/structures_externes/N_csp/xyz/N4_0003_ring-4.xyz,4,ring-4,0,0,-78.42661,ok,True,1,2,-78.42776,-0.00115,6.1
N_csp,N_csp_N6_0009_ring-4-substituted,/Users/akapulco/polyN/structures_externes/N_csp/xyz/N6_0009_ring-4-substituted.xyz,6,ring-4-substituted,0,0,-78.41577,ok,True,0,0,-78.415772,-2e-06,2.5
N_csp,N_csp_N6_0010_ring-4-substituted,/Users/akapulco/polyN/structures_externes/N_csp/xyz/N6_0010_ring-4-substituted.xyz,6,ring-4-substituted,0,0,-78.05652,ok,True,0,0,-78.05652,-0.0,2.9
N_csp,N_csp_N4_0000_branched-tree,/Users/akapulco/polyN/structures_externes/N_csp/xyz/N4_0000_branched-tree.xyz,4,branched-tree,0,0,-76.74566,ok,True,1,3,-77.839171,-1.093511,6.6
N_csp,N_csp_N6_0014_bicyclic-3-3,/Users/akapulco/polyN/structures_externes/N_csp/xyz/N6_0014_bicyclic-3-3.xyz,6,bicyclic-3-3,0,0,-78.01858,ok,True,0,0,-78.018585,-5e-06,2.2
N_csp,N_csp_N6_0006_ring-3-substituted,/Users/akapulco/polyN/structures_externes/N_csp/xyz/N6_0006_ring-3-substituted.xyz,6,ring-3-substituted,0,0,-78.7087,ok,True,0,0,-78.708703,-3e-06,2.4
N_csp,N_csp_N6_0018_bicyclic-3-3,/Users/akapulco/polyN/structures_externes/N_csp/xyz/N6_0018_bicyclic-3-3.xyz,6,bicyclic-3-3,0,0,-78.08161,ok,True,0,0,-78.081608,2e-06,2.1
N_csp,N_csp_N6_0011_ring-5-substituted,/Users/akapulco/polyN/structures_externes/N_csp/xyz/N6_0011_ring-5-substituted.xyz,6,ring-5-substituted,0,0,-78.44492,ok,True,0,0,-78.44492,0.0,3.1
N_csp,N_csp_N6_0008_ring-4-substituted,/Users/akapulco/polyN/structures_externes/N_csp/xyz/N6_0008_ring-4-substituted.xyz,6,ring-4-substituted,0,0,-78.43121,ok,True,0,0,-78.431207,3e-06,1.8
N_csp,N_csp_N5_0004_ring-4-substituted,/Users/akapulco/polyN/structures_externes/N_csp/xyz/N5_0004_ring-4-substituted.xyz,5,ring-4-substituted,0,1,-78.02876,ok,True,2,1,-78.610394,-0.581634,10.6
N_csp,N_csp_N6_0020_bicyclic-4-4,/Users/akapulco/polyN/structures_externes/N_csp/xyz/N6_0020_bicyclic-4-4.xyz,6,bicyclic-4-4,0,0,-78.27837,ok,True,0,0,-78.278374,-4e-06,2.2
N_csp,N_csp_N6_0013_bicyclic-3-3,/Users/akapulco/polyN/structures_externes/N_csp/xyz/N6_0013_bicyclic-3-3.xyz,6,bicyclic-3-3,0,0,-78.00629,ok,True,0,0,-78.006286,4e-06,2.3
N_csp,N_csp_N6_0004_ring-3-substituted,/Users/akapulco/polyN/structures_externes/N_csp/xyz/N6_0004_ring-3-substituted.xyz,6,ring-3-substituted,0,0,-78.45537,ok,True,0,0,-78.455371,-1e-06,2.2
N_csp,N_csp_N6_0017_bicyclic-3-5,/Users/akapulco/polyN/structures_externes/N_csp/xyz/N6_0017_bicyclic-3-5.xyz,6,bicyclic-3-5,0,0,-78.69175,ok,True,1,1,-78.708703,-0.016953,5.3
N_csp,N_csp_N5_0006_bicyclic-3-3,/Users/akapulco/polyN/structures_externes/N_csp/xyz/N5_0006_bicyclic-3-3.xyz,5,bicyclic-3-3,0,1,-78.61039,ok,True,0,0,-78.610394,-4e-06,1.9
N_csp,N_csp_N6_0012_ring-6,/Users/akapulco/polyN/structures_externes/N_csp/xyz/N6_0012_ring-6.xyz,6,ring-6,0,0,-78.56265,ok,True,1,2,-78.708703,-0.146053,6.7
N_csp,N_csp_N5_0000_branched-tree,/Users/akapulco/polyN/structures_externes/N_csp/xyz/N5_0000_branched-tree.xyz,5,branched-tree,0,1,-78.61039,ok,True,0,0,-78.610394,-4e-06,2.0
N_csp,N_csp_N6_0022_bicyclic-3-4-4,/Users/akapulco/polyN/structures_externes/N_csp/xyz/N6_0022_bicyclic-3-4-4.xyz,6,bicyclic-3-4-4,0,0,-78.00745,ok,True,0,0,-78.007448,2e-06,2.2
N_csp,N_csp_N6_0028_bicyclic-4-4-4-4,/Users/akapulco/polyN/structures_externes/N_csp/xyz/N6_0028_bicyclic-4-4-4-4.xyz,6,bicyclic-4-4-4-4,0,0,-78.13914,ok,True,0,0,-78.139135,5e-06,2.4
N_csp,N_csp_N6_0015_bicyclic-3-4,/Users/akapulco/polyN/structures_externes/N_csp/xyz/N6_0015_bicyclic-3-4.xyz,6,bicyclic-3-4,0,0,-78.1434,ok,True,1,1,-78.415772,-0.272372,7.7
N_csp,N_csp_N7_0000_ring-3-substituted,/Users/akapulco/polyN/structures_externes/N_csp/xyz/N7_0000_ring-3-substituted.xyz,7,ring-3-substituted,0,1,-78.80184,ok,True,0,0,-78.80184,-0.0,3.3
N_csp,N_csp_N6_0027_bicyclic-3-3-4-4,/Users/akapulco/polyN/structures_externes/N_csp/xyz/N6_0027_bicyclic-3-3-4-4.xyz,6,bicyclic-3-3-4-4,0,0,-78.43204,ok,True,0,0,-78.432041,-1e-06,1.8
N_csp,N_csp_N6_0016_bicyclic-3-4,/Users/akapulco/polyN/structures_externes/N_csp/xyz/N6_0016_bicyclic-3-4.xyz,6,bicyclic-3-4,0,0,-78.45537,ok,True,0,0,-78.455371,-1e-06,2.3
N_csp,N_csp_N6_0025_bicyclic-3-3-4,/Users/akapulco/polyN/structures_externes/N_csp/xyz/N6_0025_bicyclic-3-3-4.xyz,6,bicyclic-3-3-4,0,0,-77.97257,ok,True,1,1,-78.08197,-0.1094,5.9
N_csp,N_csp_N7_0012_ring-5-substituted,/Users/akapulco/polyN/structures_externes/N_csp/xyz/N7_0012_ring-5-substituted.xyz,7,ring-5-substituted,0,1,-78.69995,ok,True,0,0,-78.699955,-5e-06,3.2
N_csp,N_csp_N7_0014_bicyclic-3-4,/Users/akapulco/polyN/structures_externes/N_csp/xyz/N7_0014_bicyclic-3-4.xyz,7,bicyclic-3-4,0,1,-78.78664,ok,True,0,0,-78.786641,-1e-06,3.3
N_csp,N_csp_N7_0001_bicyclic-3-4,/Users/akapulco/polyN/structures_externes/N_csp/xyz/N7_0001_bicyclic-3-4.xyz,7,bicyclic-3-4,0,1,-78.22202,ok,True,0,0,-78.222022,-2e-06,3.8
N_csp,N_csp_N7_0008_bicyclic-4-4,/Users/akapulco/polyN/structures_externes/N_csp/xyz/N7_0008_bicyclic-4-4.xyz,7,bicyclic-4-4,0,1,-78.47672,ok,True,0,0,-78.476718,2e-06,3.4
N_csp,N_csp_N7_0016_bicyclic-3-5,/Users/akapulco/polyN/structures_externes/N_csp/xyz/N7_0016_bicyclic-3-5.xyz,7,bicyclic-3-5,0,1,-78.78664,ok,True,0,0,-78.786641,-1e-06,3.3
N_csp,N_csp_N7_0003_bicyclic-3-4,/Users/akapulco/polyN/structures_externes/N_csp/xyz/N7_0003_bicyclic-3-4.xyz,7,bicyclic-3-4,0,1,-78.10609,ok,True,1,1,-78.12271,-0.01662,9.8
N_csp,N_csp_N6_0003_chain,/Users/akapulco/polyN/structures_externes/N_csp/xyz/N6_0003_chain.xyz,6,chain,0,0,-78.42662,ok,True,1,2,-78.429715,-0.003095,19.3
N_csp,N_csp_N7_0011_bicyclic-4-4-4,/Users/akapulco/polyN/structures_externes/N_csp/xyz/N7_0011_bicyclic-4-4-4.xyz,7,bicyclic-4-4-4,0,1,-78.47672,ok,True,0,0,-78.476718,2e-06,3.6
N_csp,N_csp_N7_0010_ring-4-substituted,/Users/akapulco/polyN/structures_externes/N_csp/xyz/N7_0010_ring-4-substituted.xyz,7,ring-4-substituted,0,1,-78.57209,ok,True,0,0,-78.572093,-3e-06,3.3
N_csp,N_csp_N7_0021_ring-5-substituted,/Users/akapulco/polyN/structures_externes/N_csp/xyz/N7_0021_ring-5-substituted.xyz,7,ring-5-substituted,0,1,-78.57739,ok,True,0,0,-78.57739,0.0,3.4
N_csp,N_csp_N7_0015_bicyclic-5-5,/Users/akapulco/polyN/structures_externes/N_csp/xyz/N7_0015_bicyclic-5-5.xyz,7,bicyclic-5-5,0,1,-78.35057,error: TBLite could not evaluate input,,,,,,
N_csp,N_csp_N7_0002_ring-4-substituted,/Users/akapulco/polyN/structures_externes/N_csp/xyz/N7_0002_ring-4-substituted.xyz,7,ring-4-substituted,0,1,-78.47309,ok,True,1,1,-78.481242,-0.008152,10.4
N_csp,N_csp_N7_0023_ring-5-substituted,/Users/akapulco/polyN/structures_externes/N_csp/xyz/N7_0023_ring-5-substituted.xyz,7,ring-5-substituted,0,1,-78.78664,ok,True,0,0,-78.786641,-1e-06,3.4
N_csp,N_csp_N7_0017_bicyclic-3-3,/Users/akapulco/polyN/structures_externes/N_csp/xyz/N7_0017_bicyclic-3-3.xyz,7,bicyclic-3-3,0,1,-78.56777,ok,True,0,0,-78.567771,-1e-06,3.3
N_csp,N_csp_N7_0013_branched-tree,/Users/akapulco/polyN/structures_externes/N_csp/xyz/N7_0013_branched-tree.xyz,7,branched-tree,0,1,-78.57209,ok,True,0,0,-78.572093,-3e-06,3.6
N_csp,N_csp_N7_0027_bicyclic-4-5,/Users/akapulco/polyN/structures_externes/N_csp/xyz/N7_0027_bicyclic-4-5.xyz,7,bicyclic-4-5,0,1,-78.47523,ok,True,0,0,-78.475229,1e-06,3.3
N_csp,N_csp_N7_0020_ring-3-substituted,/Users/akapulco/polyN/structures_externes/N_csp/xyz/N7_0020_ring-3-substituted.xyz,7,ring-3-substituted,0,1,-78.22202,ok,True,0,0,-78.222022,-2e-06,4.0
N_csp,N_csp_N7_0029_bicyclic-3-6,/Users/akapulco/polyN/structures_externes/N_csp/xyz/N7_0029_bicyclic-3-6.xyz,7,bicyclic-3-6,0,1,-78.61088,ok,True,0,0,-78.610879,1e-06,3.3
N_csp,N_csp_N7_0033_bicyclic-3-4,/Users/akapulco/polyN/structures_externes/N_csp/xyz/N7_0033_bicyclic-3-4.xyz,7,bicyclic-3-4,0,1,-78.80184,ok,True,0,0,-78.80184,-0.0,3.4
N_csp,N_csp_N7_0026_ring-6-substituted,/Users/akapulco/polyN/structures_externes/N_csp/xyz/N7_0026_ring-6-substituted.xyz,7,ring-6-substituted,0,1,-78.78664,ok,True,0,0,-78.786641,-1e-06,3.4
N_csp,N_csp_N7_0005_bicyclic-3-3,/Users/akapulco/polyN/structures_externes/N_csp/xyz/N7_0005_bicyclic-3-3.xyz,7,bicyclic-3-3,0,1,-78.22283,ok,True,1,1,-78.428386,-0.205556,15.3
N_csp,N_csp_N7_0038_bicyclic-3-4-5,/Users/akapulco/polyN/structures_externes/N_csp/xyz/N7_0038_bicyclic-3-4-5.xyz,7,bicyclic-3-4-5,0,1,-78.57656,ok,True,0,0,-78.576562,-2e-06,2.8
N_csp,N_csp_N7_0031_branched-tree,/Users/akapulco/polyN/structures_externes/N_csp/xyz/N7_0031_branched-tree.xyz,7,branched-tree,0,1,-78.78664,ok,True,0,0,-78.786641,-1e-06,3.3
N_csp,N_csp_N7_0037_ring-3-substituted,/Users/akapulco/polyN/structures_externes/N_csp/xyz/N7_0037_ring-3-substituted.xyz,7,ring-3-substituted,0,1,-78.78664,ok,True,0,0,-78.786641,-1e-06,3.3
N_csp,N_csp_N7_0007_branched-tree,/Users/akapulco/polyN/structures_externes/N_csp/xyz/N7_0007_branched-tree.xyz,7,branched-tree,0,1,-78.55666,ok,True,1,1,-78.556663,-3e-06,7.0
N_csp,N_csp_N7_0022_branched-tree,/Users/akapulco/polyN/structures_externes/N_csp/xyz/N7_0022_branched-tree.xyz,7,branched-tree,0,1,-78.57209,ok,True,0,0,-78.572093,-3e-06,3.4
N_csp,N_csp_N7_0036_ring-3-substituted,/Users/akapulco/polyN/structures_externes/N_csp/xyz/N7_0036_ring-3-substituted.xyz,7,ring-3-substituted,0,1,-78.4768,ok,True,0,0,-78.476802,-2e-06,3.2
N_csp,N_csp_N7_0046_chain,/Users/akapulco/polyN/structures_externes/N_csp/xyz/N7_0046_chain.xyz,7,chain,0,1,-78.80404,ok,True,0,0,-78.80404,0.0,3.3
N_csp,N_csp_N7_0019_ring-4-substituted,/Users/akapulco/polyN/structures_externes/N_csp/xyz/N7_0019_ring-4-substituted.xyz,7,ring-4-substituted,0,1,-78.42059,ok,True,0,0,-78.420594,-4e-06,4.1
N_csp,N_csp_N7_0035_bicyclic-4-4-5,/Users/akapulco/polyN/structures_externes/N_csp/xyz/N7_0035_bicyclic-4-4-5.xyz,7,bicyclic-4-4-5,0,1,-78.57209,ok,True,0,0,-78.572093,-3e-06,3.4
N_csp,N_csp_N7_0024_ring-4-substituted,/Users/akapulco/polyN/structures_externes/N_csp/xyz/N7_0024_ring-4-substituted.xyz,7,ring-4-substituted,0,1,-78.80184,ok,True,0,0,-78.80184,-0.0,3.2
N_csp,N_csp_N7_0053_bicyclic-3-4-4,/Users/akapulco/polyN/structures_externes/N_csp/xyz/N7_0053_bicyclic-3-4-4.xyz,7,bicyclic-3-4-4,0,1,-77.98897,ok,True,0,0,-77.988966,4e-06,3.5
N_csp,N_csp_N7_0030_bicyclic-4-4,/Users/akapulco/polyN/structures_externes/N_csp/xyz/N7_0030_bicyclic-4-4.xyz,7,bicyclic-4-4,0,1,-78.57209,ok,True,0,0,-78.572093,-3e-06,3.4
N_csp,N_csp_N7_0043_bicyclic-3-5-5,/Users/akapulco/polyN/structures_externes/N_csp/xyz/N7_0043_bicyclic-3-5-5.xyz,7,bicyclic-3-5-5,0,1,-78.57209,ok,True,0,0,-78.572093,-3e-06,3.4
N_csp,N_csp_N7_0025_ring-3-substituted,/Users/akapulco/polyN/structures_externes/N_csp/xyz/N7_0025_ring-3-substituted.xyz,7,ring-3-substituted,0,1,-78.57209,ok,True,0,0,-78.572093,-3e-06,3.3
N_csp,N_csp_N7_0041_bicyclic-3-5,/Users/akapulco/polyN/structures_externes/N_csp/xyz/N7_0041_bicyclic-3-5.xyz,7,bicyclic-3-5,0,1,-78.59669,ok,True,1,1,-78.786641,-0.189951,10.0
N_csp,N_csp_N7_0049_bicyclic-3-4-5,/Users/akapulco/polyN/structures_externes/N_csp/xyz/N7_0049_bicyclic-3-4-5.xyz,7,bicyclic-3-4-5,0,1,-78.47672,ok,True,0,0,-78.476718,2e-06,3.4
N_csp,N_csp_N7_0052_ring-7,/Users/akapulco/polyN/structures_externes/N_csp/xyz/N7_0052_ring-7.xyz,7,ring-7,0,1,-78.61067,ok,True,1,1,-78.610879,-0.000209,7.8
N_csp,N_csp_N8_0003_ring-3-substituted,/Users/akapulco/polyN/structures_externes/N_csp/xyz/N8_0003_ring-3-substituted.xyz,8,ring-3-substituted,0,0,-78.87751,ok,True,0,0,-78.877513,-3e-06,4.3
N_csp,N_csp_N8_0000_bicyclic-4-4,/Users/akapulco/polyN/structures_externes/N_csp/xyz/N8_0000_bicyclic-4-4.xyz,8,bicyclic-4-4,0,0,-78.42876,ok,True,0,0,-78.428761,-1e-06,4.1
N_csp,N_csp_N7_0055_bicyclic-4-4-4,/Users/akapulco/polyN/structures_externes/N_csp/xyz/N7_0055_bicyclic-4-4-4.xyz,7,bicyclic-4-4-4,0,1,-78.57739,ok,True,0,0,-78.57739,0.0,3.5
N_csp,N_csp_N7_0060_bicyclic-3-3-4-5,/Users/akapulco/polyN/structures_externes/N_csp/xyz/N7_0060_bicyclic-3-3-4-5.xyz,7,bicyclic-3-3-4-5,0,1,-78.57209,ok,True,0,0,-78.572093,-3e-06,3.5
N_csp,N_csp_N7_0040_bicyclic-3-4,/Users/akapulco/polyN/structures_externes/N_csp/xyz/N7_0040_bicyclic-3-4.xyz,7,bicyclic-3-4,0,1,-78.19575,ok,True,1,1,-78.476718,-0.280968,14.1
N_csp,N_csp_N7_0057_bicyclic-3-4-4-4,/Users/akapulco/polyN/structures_externes/N_csp/xyz/N7_0057_bicyclic-3-4-4-4.xyz,7,bicyclic-3-4-4-4,0,1,-78.11442,ok,True,1,1,-78.12271,-0.00829,9.0
N_csp,N_csp_N7_0051_bicyclic-3-5,/Users/akapulco/polyN/structures_externes/N_csp/xyz/N7_0051_bicyclic-3-5.xyz,7,bicyclic-3-5,0,1,-78.69995,ok,True,0,0,-78.699955,-5e-06,3.2
N_csp,N_csp_N8_0005_bicyclic-4-5-6,/Users/akapulco/polyN/structures_externes/N_csp/xyz/N8_0005_bicyclic-4-5-6.xyz,8,bicyclic-4-5-6,0,0,-78.64433,ok,True,0,0,-78.644334,-4e-06,3.7
N_csp,N_csp_N8_0010_bicyclic-4-6,/Users/akapulco/polyN/structures_externes/N_csp/xyz/N8_0010_bicyclic-4-6.xyz,8,bicyclic-4-6,0,0,-78.67711,ok,True,0,0,-78.677109,1e-06,3.8
N_csp,N_csp_N7_0044_ring-4-substituted,/Users/akapulco/polyN/structures_externes/N_csp/xyz/N7_0044_ring-4-substituted.xyz,7,ring-4-substituted,0,1,-78.80184,ok,True,0,0,-78.80184,-0.0,3.2
N_csp,N_csp_N8_0007_bicyclic-5-5,/Users/akapulco/polyN/structures_externes/N_csp/xyz/N8_0007_bicyclic-5-5.xyz,8,bicyclic-5-5,0,0,-78.59173,ok,True,0,0,-78.591733,-3e-06,4.3
N_csp,N_csp_N8_0012_branched-tree,/Users/akapulco/polyN/structures_externes/N_csp/xyz/N8_0012_branched-tree.xyz,8,branched-tree,0,0,-78.73581,ok,True,0,0,-78.735813,-3e-06,4.3
N_csp,N_csp_N8_0004_bicyclic-5-5,/Users/akapulco/polyN/structures_externes/N_csp/xyz/N8_0004_bicyclic-5-5.xyz,8,bicyclic-5-5,0,0,-78.77441,ok,True,0,0,-78.77441,-0.0,4.1
N_csp,N_csp_N7_0039_bicyclic-3-3,/Users/akapulco/polyN/structures_externes/N_csp/xyz/N7_0039_bicyclic-3-3.xyz,7,bicyclic-3-3,0,1,-77.98877,ok,True,1,1,-78.481242,-0.492472,18.5
N_csp,N_csp_N8_0013_ring-4-substituted,/Users/akapulco/polyN/structures_externes/N_csp/xyz/N8_0013_ring-4-substituted.xyz,8,ring-4-substituted,0,0,-78.43642,ok,True,0,0,-78.436416,4e-06,3.1
N_csp,N_csp_N8_0009_bicyclic-3-4,/Users/akapulco/polyN/structures_externes/N_csp/xyz/N8_0009_bicyclic-3-4.xyz,8,bicyclic-3-4,0,0,-78.77441,ok,True,0,0,-78.77441,-0.0,4.1
N_csp,N_csp_N8_0008_ring-4-substituted,/Users/akapulco/polyN/structures_externes/N_csp/xyz/N8_0008_ring-4-substituted.xyz,8,ring-4-substituted,0,0,-78.77432,ok,True,0,0,-78.774321,-1e-06,4.2
N_csp,N_csp_N8_0017_bicyclic-3-6,/Users/akapulco/polyN/structures_externes/N_csp/xyz/N8_0017_bicyclic-3-6.xyz,8,bicyclic-3-6,0,0,-78.64434,ok,True,0,0,-78.644337,3e-06,3.8
N_csp,N_csp_N8_0023_ring-5-substituted,/Users/akapulco/polyN/structures_externes/N_csp/xyz/N8_0023_ring-5-substituted.xyz,8,ring-5-substituted,0,0,-78.73049,ok,True,0,0,-78.730495,-5e-06,4.3
N_csp,N_csp_N8_0006_bicyclic-3-5,/Users/akapulco/polyN/structures_externes/N_csp/xyz/N8_0006_bicyclic-3-5.xyz,8,bicyclic-3-5,0,0,-78.44789,ok,True,0,0,-78.447886,4e-06,5.3
N_csp,N_csp_N8_0024_bicyclic-5-6,/Users/akapulco/polyN/structures_externes/N_csp/xyz/N8_0024_bicyclic-5-6.xyz,8,bicyclic-5-6,0,0,-78.98318,ok,True,0,0,-78.983177,3e-06,3.9
N_csp,N_csp_N8_0027_bicyclic-3-4,/Users/akapulco/polyN/structures_externes/N_csp/xyz/N8_0027_bicyclic-3-4.xyz,8,bicyclic-3-4,0,0,-78.91831,ok,True,0,0,-78.918308,2e-06,4.3
N_csp,N_csp_N8_0020_ring-5-substituted,/Users/akapulco/polyN/structures_externes/N_csp/xyz/N8_0020_ring-5-substituted.xyz,8,ring-5-substituted,0,0,-78.77432,ok,True,0,0,-78.774321,-1e-06,4.0
N_csp,N_csp_N8_0014_ring-5-substituted,/Users/akapulco/polyN/structures_externes/N_csp/xyz/N8_0014_ring-5-substituted.xyz,8,ring-5-substituted,0,0,-78.44789,ok,True,0,0,-78.447886,4e-06,5.1
N_csp,N_csp_N8_0021_ring-4-substituted,/Users/akapulco/polyN/structures_externes/N_csp/xyz/N8_0021_ring-4-substituted.xyz,8,ring-4-substituted,0,0,-78.42503,ok,True,0,0,-78.425026,4e-06,4.0
N_csp,N_csp_N8_0019_ring-3-substituted,/Users/akapulco/polyN/structures_externes/N_csp/xyz/N8_0019_ring-3-substituted.xyz,8,ring-3-substituted,0,0,-78.92708,ok,True,0,0,-78.927079,1e-06,4.2
N_csp,N_csp_N8_0022_ring-4-substituted,/Users/akapulco/polyN/structures_externes/N_csp/xyz/N8_0022_ring-4-substituted.xyz,8,ring-4-substituted,0,0,-78.77432,ok,True,0,0,-78.774321,-1e-06,4.2
N_csp,N_csp_N8_0039_bicyclic-3-4-4,/Users/akapulco/polyN/structures_externes/N_csp/xyz/N8_0039_bicyclic-3-4-4.xyz,8,bicyclic-3-4-4,0,0,-78.11745,ok,True,0,0,-78.117447,3e-06,3.8
N_csp,N_csp_N8_0034_bicyclic-3-3-5,/Users/akapulco/polyN/structures_externes/N_csp/xyz/N8_0034_bicyclic-3-3-5.xyz,8,bicyclic-3-3-5,0,0,-78.98318,ok,True,0,0,-78.983177,3e-06,3.9
N_csp,N_csp_N8_0038_chain,/Users/akapulco/polyN/structures_externes/N_csp/xyz/N8_0038_chain.xyz,8,chain,0,0,-78.87751,ok,True,0,0,-78.877513,-3e-06,4.5
N_csp,N_csp_N8_0025_branched-tree,/Users/akapulco/polyN/structures_externes/N_csp/xyz/N8_0025_branched-tree.xyz,8,branched-tree,0,0,-78.77432,ok,True,0,0,-78.774321,-1e-06,4.0
N_csp,N_csp_N8_0040_bicyclic-3-4,/Users/akapulco/polyN/structures_externes/N_csp/xyz/N8_0040_bicyclic-3-4.xyz,8,bicyclic-3-4,0,0,-78.98318,ok,True,0,0,-78.983177,3e-06,3.9
N_csp,N_csp_N8_0041_bicyclic-3-4-6,/Users/akapulco/polyN/structures_externes/N_csp/xyz/N8_0041_bicyclic-3-4-6.xyz,8,bicyclic-3-4-6,0,0,-78.67711,ok,True,0,0,-78.677109,1e-06,3.8
N_csp,N_csp_N8_0037_branched-tree,/Users/akapulco/polyN/structures_externes/N_csp/xyz/N8_0037_branched-tree.xyz,8,branched-tree,0,0,-78.43712,ok,True,0,0,-78.437119,1e-06,2.9
N_csp,N_csp_N8_0018_ring-4-substituted,/Users/akapulco/polyN/structures_externes/N_csp/xyz/N8_0018_ring-4-substituted.xyz,8,ring-4-substituted,0,0,-78.49291,ok,True,1,1,-78.579698,-0.086788,13.9
N_csp,N_csp_N8_0061_bicyclic-3-3-5-6,/Users/akapulco/polyN/structures_externes/N_csp/xyz/N8_0061_bicyclic-3-3-5-6.xyz,8,bicyclic-3-3-5-6,0,0,-78.28261,ok,True,0,0,-78.282613,-3e-06,3.4
N_csp,N_csp_N8_0032_bicyclic-3-5-6,/Users/akapulco/polyN/structures_externes/N_csp/xyz/N8_0032_bicyclic-3-5-6.xyz,8,bicyclic-3-5-6,0,0,-78.23116,ok,True,1,2,-78.672538,-0.441378,11.6
N_csp,N_csp_N8_0062_bicyclic-3-4-5,/Users/akapulco/polyN/structures_externes/N_csp/xyz/N8_0062_bicyclic-3-4-5.xyz,8,bicyclic-3-4-5,0,0,-78.67711,ok,True,0,0,-78.677109,1e-06,3.9
N_csp,N_csp_N8_0054_ring-7-substituted,/Users/akapulco/polyN/structures_externes/N_csp/xyz/N8_0054_ring-7-substituted.xyz,8,ring-7-substituted,0,0,-78.91831,ok,True,0,0,-78.918308,2e-06,4.3
N_csp,N_csp_N8_0059_bicyclic-3-6,/Users/akapulco/polyN/structures_externes/N_csp/xyz/N8_0059_bicyclic-3-6.xyz,8,bicyclic-3-6,0,0,-78.55741,ok,True,0,0,-78.55741,-0.0,4.2
